W00CHZ0103340,AccessOpen,"true"
W00CHZ0103341,AccessOpen,"true"
W00CHZ0103342,AccessOpen,"true"
W00CHZ0103343,AccessOpen,"true"
W00CHZ0103344,AccessOpen,"true"
W00CHZ0103345,AccessOpen,"true"
W00EGS1015752,AccessOpen,"true"
W00EGS1016047,AccessOpen,"true"
W00EGS1016181,AccessFairUse,"true"
W00EGS1016199,AccessOpen,"true"
W00EGS1016202,AccessRestrictedSealed,"true"
W00EGS1016213,AccessOpen,"true"
W00EGS1016236,AccessOpen,"true"
W00EGS1016238,AccessOpen,"true"
W00EGS1016240,AccessOpen,"true"
W00EGS1016242,AccessOpen,"false"
W00EGS1016244,AccessOpen,"false"
W00EGS1016246,AccessOpen,"false"
W00EGS1016248,AccessOpen,"true"
W00EGS1016251,AccessOpen,"true"
W00EGS1016253,AccessOpen,"true"
W00EGS1016255,AccessOpen,"false"
W00EGS1016257,AccessOpen,"true"
W00EGS1016259,AccessOpen,"false"
W00EGS1016261,AccessOpen,"false"
W00EGS1016263,AccessOpen,"true"
W00EGS1016265,AccessOpen,"true"
W00EGS1016267,AccessOpen,"true"
W00EGS1016269,AccessOpen,"false"
W00EGS1016271,AccessOpen,"false"
W00EGS1016273,AccessOpen,"true"
W00EGS1016276,AccessOpen,"true"
W00EGS1016278,AccessOpen,"true"
W00EGS1016280,AccessOpen,"true"
W00EGS1016282,AccessRestrictedSealed,"true"
W00EGS1016284,AccessOpen,"true"
W00EGS1016286,AccessOpen,"true"
W00EGS1016288,AccessOpen,"true"
W00EGS1016290,AccessOpen,"true"
W00EGS1016292,AccessOpen,"true"
W00EGS1016294,AccessOpen,"true"
W00EGS1016296,AccessOpen,"true"
W00EGS1016299,AccessOpen,"true"
W00EGS1016612,AccessFairUse,"true"
W00EGS1016615,AccessOpen,"true"
W00EGS1016620,AccessFairUse,"true"
W00EGS1016622,AccessOpen,"true"
W00EGS1016625,AccessOpen,"true"
W00EGS1016676,AccessOpen,"true"
W00EGS1016678,AccessOpen,"true"
W00EGS1016680,AccessOpen,"true"
W00EGS1016682,AccessOpen,"true"
W00EGS1016684,AccessOpen,"true"
W00EGS1016686,AccessOpen,"true"
W00EGS1016689,AccessFairUse,"true"
W00EGS1016695,AccessOpen,"true"
W00EGS1016699,AccessOpen,"true"
W00EGS1016701,AccessOpen,"true"
W00EGS1016703,AccessOpen,"true"
W00EGS1016705,AccessOpen,"true"
W00EGS1016707,AccessOpen,"true"
W00EGS1016709,AccessOpen,"true"
W00EGS1016711,AccessOpen,"true"
W00EGS1016713,AccessOpen,"true"
W00EGS1016717,AccessOpen,"true"
W00EGS1016719,AccessOpen,"true"
W00EGS1016725,AccessFairUse,"true"
W00EGS1016728,AccessOpen,"true"
W00EGS1016731,AccessOpen,"true"
W00EGS1016733,AccessFairUse,"true"
W00EGS1016735,AccessFairUse,"true"
W00EGS1016737,AccessOpen,"true"
W00EGS1016740,AccessOpen,"true"
W00EGS1016743,AccessOpen,"true"
W00EGS1016745,AccessOpen,"true"
W00EGS1016747,AccessOpen,"true"
W00EGS1016750,AccessOpen,"true"
W00EGS1016752,AccessOpen,"true"
W00EGS1016755,AccessOpen,"true"
W00EGS1016757,AccessOpen,"true"
W00EGS1016759,AccessOpen,"true"
W00EGS1016761,AccessOpen,"true"
W00EGS1016764,AccessOpen,"true"
W00EGS1016766,AccessOpen,"true"
W00EGS1016768,AccessOpen,"true"
